Order ID,Order Date,Customer Age,Gender,Country,Product Category,Quantity,Unit Price,Total Price,Payment Method,Customer Satisfaction,Returned
328,2023-11-24,63,Male,Canada,Sports,6,91.7,550.2,Bank Transfer,1,0
329,2023-11-25,35,Female,France,Home,4,123.41,493.64,Cash,5,1
330,2023-11-26,19,Male,Canada,Sports,8,199.92,1599.36,Cash,1,0
331,2023-11-27,52,Female,Germany,Apparel,3,156.2,468.59999999999997,Debit Card,2,0
332,2023-11-28,33,Male,Canada,Apparel,9,85.59,770.3100000000001,PayPal,3,0
333,2023-11-29,58,Female,Canada,Home,2,167.24,334.48,Cash,3,0
334,2023-11-30,53,Male,Germany,Electronics,2,42.43,84.86,Credit Card,4,0
335,2023-12-01,50,Female,Australia,Toys,7,15.79,110.53,Debit Card,2,0
336,2023-12-02,21,Male,Canada,Sports,4,48.85,195.4,Bank Transfer,3,0
337,2023-12-03,50,Female,UK,Apparel,8,74.68,597.44,Bank Transfer,4,0
338,2023-12-04,31,Male,UK,Electronics,9,107.01,963.09,Credit Card,2,0
339,2023-12-05,38,Male,Canada,Home,7,126.87,888.09,Cash,3,0
340,2023-12-06,65,Female,Australia,Beauty,5,183.02,915.1,Debit Card,1,0
341,2023-12-07,37,Female,France,Apparel,8,106.87,854.96,Credit Card,5,0
342,2023-12-08,25,Male,Germany,Home,4,105.24,420.96,Cash,2,0
343,2023-12-09,24,Female,UK,Sports,2,19.55,39.1,Debit Card,4,0
344,2023-12-10,20,Male,France,Toys,6,16.63,99.78,Bank Transfer,2,0
345,2023-12-11,34,Male,Canada,Apparel,9,114.72,1032.48,Debit Card,4,1
346,2023-12-12,50,Male,France,Apparel,1,93.25,93.25,PayPal,2,0
347,2023-12-13,65,Female,USA,Sports,7,169.44,1186.08,Debit Card,4,0
348,2023-12-14,29,Male,UK,Beauty,9,40.53,364.77,PayPal,3,0
349,2023-12-15,68,Male,Canada,Electronics,9,14.74,132.66,Debit Card,1,0
350,2023-12-16,39,Female,Germany,Toys,3,95.32,285.96,PayPal,3,0
351,2023-12-17,39,Female,Australia,Apparel,5,55.12,275.59999999999997,Bank Transfer,1,1
352,2023-12-18,63,Female,Canada,Toys,8,19.43,155.44,Cash,3,0
353,2023-12-19,47,Female,Germany,Apparel,8,147.67,1181.36,PayPal,3,1
354,2023-12-20,55,Male,Australia,Toys,4,31.2,124.8,PayPal,2,1
355,2023-12-21,55,Male,Australia,Home,1,125.58,125.58,Bank Transfer,5,0
356,2023-12-22,62,Male,Canada,Apparel,1,63.4,63.4,PayPal,4,0
357,2023-12-23,68,Male,France,Toys,4,42.96,171.84,Credit Card,4,0
358,2023-12-24,25,Female,France,Electronics,6,82.15,492.90000000000003,Bank Transfer,4,0
359,2023-12-25,44,Male,Australia,Home,8,162.27,1298.16,Credit Card,1,1
360,2023-12-26,44,Male,France,Home,6,84.5,507.0,Bank Transfer,4,0
361,2023-12-27,51,Female,USA,Electronics,9,152.65,1373.8500000000001,PayPal,4,1
362,2023-12-28,38,Male,Australia,Toys,9,33.84,304.56000000000006,Credit Card,2,0
363,2023-12-29,47,Male,Australia,Sports,2,156.83,313.66,PayPal,3,1
364,2023-12-30,50,Male,Germany,Electronics,1,55.02,55.02,Bank Transfer,4,1
365,2023-12-31,45,Male,France,Toys,2,138.7,277.4,PayPal,5,0
366,2024-01-01,64,Male,Australia,Electronics,5,117.5,587.5,Credit Card,4,0
367,2024-01-02,50,Male,USA,Electronics,4,186.54,746.16,Credit Card,1,0
368,2024-01-03,22,Female,Germany,Apparel,4,83.59,334.36,PayPal,1,1
369,2024-01-04,65,Female,Canada,Toys,9,22.57,203.13,Debit Card,1,1
370,2024-01-05,36,Male,Australia,Sports,8,13.64,109.12,Bank Transfer,4,0
371,2024-01-06,21,Male,USA,Apparel,6,167.1,1002.5999999999999,Bank Transfer,2,0
372,2024-01-07,52,Female,UK,Electronics,1,109.7,109.7,PayPal,5,0
373,2024-01-08,66,Male,USA,Beauty,2,157.3,314.6,Debit Card,4,1
374,2024-01-09,34,Male,USA,Electronics,6,54.54,327.24,Credit Card,2,0
375,2024-01-10,61,Male,Germany,Electronics,2,75.57,151.14,Cash,2,1
376,2024-01-11,45,Female,Canada,Toys,5,15.72,78.60000000000001,Cash,4,0
377,2024-01-12,47,Male,UK,Toys,5,192.68,963.4000000000001,PayPal,4,0
378,2024-01-13,46,Female,France,Apparel,6,136.89,821.3399999999999,Debit Card,2,0
379,2024-01-14,63,Male,France,Sports,6,187.31,1123.8600000000001,Debit Card,2,0
380,2024-01-15,23,Female,USA,Apparel,6,60.44,362.64,Bank Transfer,2,0
381,2024-01-16,52,Female,Germany,Home,2,126.18,252.36,Credit Card,4,0
382,2024-01-17,58,Male,Germany,Electronics,3,138.91,416.73,Debit Card,2,0
383,2024-01-18,54,Female,France,Beauty,6,70.33,421.98,Cash,1,0
384,2024-01-19,41,Male,UK,Electronics,8,171.14,1369.12,Credit Card,4,0
385,2024-01-20,46,Female,Canada,Electronics,1,189.96,189.96,Credit Card,1,0
386,2024-01-21,66,Male,UK,Apparel,1,178.12,178.12,PayPal,3,1
387,2024-01-22,63,Male,Australia,Beauty,2,150.42,300.84,Debit Card,4,0
388,2024-01-23,48,Female,Australia,Beauty,6,62.72,376.32,PayPal,3,1
389,2024-01-24,52,Male,Canada,Beauty,9,63.51,571.59,Debit Card,2,0
390,2024-01-25,50,Male,France,Apparel,4,193.04,772.16,Bank Transfer,2,0
391,2024-01-26,69,Female,Canada,Electronics,3,11.95,35.849999999999994,PayPal,5,0
392,2024-01-27,38,Male,Germany,Apparel,8,146.05,1168.4,PayPal,2,0
393,2024-01-28,49,Male,Australia,Toys,9,144.19,1297.71,Cash,3,0
394,2024-01-29,40,Female,USA,Toys,5,128.31,641.55,PayPal,2,0
395,2024-01-30,50,Female,USA,Apparel,9,198.12,1783.08,Debit Card,4,0
396,2024-01-31,20,Male,France,Beauty,2,69.26,138.52,Cash,2,0
397,2024-02-01,35,Male,Germany,Electronics,3,74.59,223.77,PayPal,5,0
398,2024-02-02,42,Female,UK,Apparel,7,25.0,175.0,PayPal,2,0
399,2024-02-03,59,Female,Germany,Apparel,7,94.13,658.91,Bank Transfer,3,0
400,2024-02-04,48,Male,USA,Apparel,6,59.6,357.6,PayPal,3,0
401,2024-02-05,20,Female,USA,Home,6,75.24,451.43999999999994,Credit Card,2,0
402,2024-02-06,57,Male,Australia,Toys,2,168.57,337.14,Cash,3,0
403,2024-02-07,63,Male,Germany,Beauty,6,187.74,1126.44,Credit Card,3,0
404,2024-02-08,41,Male,Germany,Sports,4,45.29,181.16,Cash,5,1
405,2024-02-09,67,Male,USA,Beauty,3,80.78,242.34,Bank Transfer,4,1
406,2024-02-10,49,Male,UK,Sports,2,186.44,372.88,PayPal,5,0
407,2024-02-11,64,Female,France,Home,1,21.74,21.74,PayPal,1,0
408,2024-02-12,39,Female,France,Apparel,5,27.55,137.75,PayPal,5,0
409,2024-02-13,40,Female,Germany,Home,2,40.93,81.86,Cash,2,0
410,2024-02-14,19,Female,France,Home,2,123.09,246.18,PayPal,4,0
411,2024-02-15,44,Male,USA,Electronics,7,38.59,270.13,Credit Card,2,0
412,2024-02-16,59,Male,USA,Toys,8,193.93,1551.44,PayPal,1,0
413,2024-02-17,19,Male,Germany,Sports,8,94.88,759.04,Bank Transfer,4,0
414,2024-02-18,43,Male,Germany,Apparel,4,105.29,421.16,Credit Card,3,0
415,2024-02-19,34,Female,Australia,Sports,1,56.87,56.87,PayPal,5,0
416,2024-02-20,57,Male,Germany,Beauty,7,99.48,696.36,PayPal,2,0
417,2024-02-21,50,Male,UK,Sports,1,135.76,135.76,Debit Card,1,0
418,2024-02-22,26,Female,France,Beauty,4,152.72,610.88,Cash,3,0
419,2024-02-23,60,Female,Germany,Toys,8,153.23,1225.84,Credit Card,5,0
420,2024-02-24,65,Female,Canada,Beauty,2,119.8,239.6,Debit Card,3,0
421,2024-02-25,56,Female,Australia,Sports,6,181.83,1090.98,Bank Transfer,5,0
422,2024-02-26,46,Male,Canada,Sports,6,165.31,991.86,Cash,4,0
423,2024-02-27,59,Male,USA,Beauty,9,153.84,1384.56,Credit Card,3,1
424,2024-02-28,43,Female,France,Home,5,20.57,102.85,PayPal,3,0
425,2024-02-29,52,Male,Germany,Toys,4,11.31,45.24,Credit Card,3,1
426,2024-03-01,67,Male,Canada,Electronics,5,50.36,251.8,PayPal,4,0
427,2024-03-02,42,Male,France,Apparel,5,136.07,680.3499999999999,Cash,1,0
428,2024-03-03,41,Female,USA,Sports,8,88.13,705.04,PayPal,5,0
429,2024-03-04,30,Male,UK,Apparel,8,86.46,691.68,Bank Transfer,3,0
430,2024-03-05,24,Female,Australia,Electronics,2,178.07,356.14,PayPal,4,0
431,2024-03-06,53,Male,France,Apparel,7,180.16,1261.12,Bank Transfer,1,0
432,2024-03-07,62,Male,France,Electronics,8,182.74,1461.92,Cash,5,0
433,2024-03-08,37,Male,UK,Beauty,6,69.64,417.84000000000003,Cash,4,1
434,2024-03-09,18,Female,France,Home,5,141.3,706.5,Credit Card,5,0
435,2024-03-10,25,Male,USA,Sports,9,61.61,554.49,Bank Transfer,3,0
436,2024-03-11,63,Female,USA,Electronics,3,46.22,138.66,Bank Transfer,1,0
437,2024-03-12,33,Female,UK,Apparel,4,45.08,180.32,Debit Card,4,0
438,2024-03-13,31,Female,Australia,Sports,9,75.0,675.0,Debit Card,1,1
439,2024-03-14,29,Male,Germany,Home,6,91.69,550.14,Debit Card,3,1
440,2024-03-15,68,Male,Canada,Beauty,8,167.88,1343.04,PayPal,1,1
441,2024-03-16,40,Male,Germany,Sports,7,32.78,229.46,Debit Card,1,0
442,2024-03-17,32,Male,France,Electronics,2,149.64,299.28,Bank Transfer,2,0
443,2024-03-18,45,Female,Canada,Home,3,110.98,332.94,PayPal,1,0
444,2024-03-19,51,Female,UK,Apparel,1,64.71,64.71,Cash,5,1
445,2024-03-20,19,Female,UK,Home,9,103.64,932.76,Credit Card,4,0
446,2024-03-21,49,Male,Australia,Home,7,66.99,468.92999999999995,Debit Card,2,0
447,2024-03-22,40,Female,Canada,Toys,1,123.26,123.26,Cash,4,0
448,2024-03-23,39,Male,USA,Home,3,92.43,277.29,Bank Transfer,4,0
449,2024-03-24,68,Female,Canada,Home,4,41.24,164.96,Credit Card,3,0
450,2024-03-25,42,Male,France,Sports,4,32.15,128.6,Cash,3,0
451,2024-03-26,39,Male,USA,Apparel,5,113.87,569.35,Credit Card,2,1
452,2024-03-27,39,Female,UK,Sports,3,181.46,544.38,Debit Card,3,1
453,2024-03-28,66,Female,Canada,Sports,3,75.35,226.04999999999998,Bank Transfer,3,0
454,2024-03-29,69,Female,Germany,Electronics,1,149.27,149.27,Credit Card,3,0
455,2024-03-30,59,Female,Australia,Sports,7,135.15,946.0500000000001,Cash,4,1
456,2024-03-31,23,Male,Germany,Toys,1,187.0,187.0,Debit Card,2,1
457,2024-04-01,32,Female,Australia,Toys,2,165.99,331.98,Debit Card,4,0
458,2024-04-02,60,Female,France,Electronics,4,117.65,470.6,Cash,5,0
459,2024-04-03,54,Female,Germany,Beauty,4,134.84,539.36,Cash,4,0
460,2024-04-04,50,Male,Canada,Apparel,5,180.69,903.45,Credit Card,5,1
461,2024-04-05,25,Male,Canada,Apparel,2,85.91,171.82,PayPal,1,0
462,2024-04-06,61,Female,Germany,Sports,4,72.09,288.36,Debit Card,1,0
463,2024-04-07,61,Male,Canada,Sports,1,12.05,12.05,Credit Card,5,0
464,2024-04-08,22,Female,France,Beauty,2,167.04,334.08,Cash,5,1
465,2024-04-09,56,Male,USA,Sports,1,162.19,162.19,Credit Card,4,0
466,2024-04-10,21,Male,France,Apparel,4,29.85,119.4,Cash,5,0
467,2024-04-11,23,Male,Australia,Home,4,119.6,478.4,Bank Transfer,2,0
468,2024-04-12,62,Male,France,Toys,7,98.16,687.12,Cash,1,0
469,2024-04-13,49,Female,Australia,Home,9,32.55,292.95,Cash,1,0
470,2024-04-14,69,Female,Canada,Home,9,196.31,1766.79,Cash,5,0
471,2024-04-15,47,Female,USA,Apparel,5,50.79,253.95,PayPal,3,0
472,2024-04-16,64,Male,Canada,Home,1,22.77,22.77,Cash,3,1
473,2024-04-17,52,Female,UK,Beauty,1,123.02,123.02,Debit Card,5,0
474,2024-04-18,57,Female,Canada,Electronics,6,150.38,902.28,Debit Card,2,0
475,2024-04-19,69,Female,Australia,Sports,2,16.16,32.32,Credit Card,3,0
476,2024-04-20,33,Male,Canada,Electronics,8,135.16,1081.28,PayPal,5,0
477,2024-04-21,30,Male,Canada,Toys,9,111.14,1000.26,Credit Card,2,0
478,2024-04-22,67,Male,USA,Sports,4,29.62,118.48,Debit Card,2,1
479,2024-04-23,59,Female,Canada,Home,5,42.78,213.9,Debit Card,4,0
480,2024-04-24,47,Female,USA,Toys,8,117.92,943.36,Bank Transfer,2,0
481,2024-04-25,36,Female,Germany,Sports,3,66.31,198.93,Cash,3,1
482,2024-04-26,34,Male,UK,Beauty,5,188.28,941.4,Debit Card,3,0
483,2024-04-27,36,Male,USA,Beauty,3,165.56,496.68,Credit Card,5,1
484,2024-04-28,45,Female,Australia,Beauty,3,196.88,590.64,Credit Card,5,0
485,2024-04-29,43,Male,Germany,Beauty,3,59.34,178.02,Cash,2,0
486,2024-04-30,54,Male,USA,Home,7,194.25,1359.75,Cash,1,0
487,2024-05-01,43,Male,USA,Electronics,7,91.93,643.51,Bank Transfer,4,0
488,2024-05-02,40,Male,UK,Sports,7,76.03,532.21,PayPal,1,0
489,2024-05-03,26,Female,Australia,Home,8,19.57,156.56,Credit Card,2,0
490,2024-05-04,29,Male,France,Beauty,5,20.03,100.15,Cash,2,0
491,2024-05-05,18,Male,France,Electronics,5,141.48,707.4,Credit Card,1,1
492,2024-05-06,18,Male,USA,Toys,4,97.01,388.04,Cash,4,0
493,2024-05-07,64,Male,Canada,Toys,7,53.04,371.28,Debit Card,1,1
494,2024-05-08,51,Female,Australia,Toys,4,126.65,506.6,Credit Card,5,0
495,2024-05-09,49,Female,Germany,Beauty,2,58.04,116.08,Debit Card,3,0
496,2024-05-10,65,Male,Canada,Toys,4,119.75,479.0,Credit Card,5,0
497,2024-05-11,42,Male,Canada,Apparel,8,78.25,626.0,PayPal,3,0
498,2024-05-12,57,Male,Australia,Sports,9,166.47,1498.23,Bank Transfer,2,1
499,2024-05-13,62,Male,USA,Sports,3,165.93,497.79,Debit Card,4,0
500,2024-05-14,18,Male,USA,Beauty,7,100.7,704.9,Cash,1,0
501,2024-05-15,33,Male,USA,Apparel,9,76.66,689.9399999999999,PayPal,4,0
502,2024-05-16,56,Female,USA,Home,4,78.89,315.56,Credit Card,1,0
503,2024-05-17,22,Male,France,Home,3,163.09,489.27,Debit Card,5,0
504,2024-05-18,39,Female,USA,Toys,5,72.35,361.75,Credit Card,5,0
505,2024-05-19,46,Female,France,Electronics,1,49.72,49.72,Credit Card,1,0
506,2024-05-20,20,Male,France,Home,3,26.09,78.27,Credit Card,4,0
507,2024-05-21,29,Female,USA,Electronics,8,98.67,789.36,Bank Transfer,1,0
508,2024-05-22,43,Female,UK,Sports,8,101.61,812.88,Bank Transfer,2,0
509,2024-05-23,33,Female,Germany,Electronics,4,169.77,679.08,Cash,5,0
510,2024-05-24,68,Female,Canada,Sports,2,52.04,104.08,Debit Card,2,1
511,2024-05-25,54,Female,France,Apparel,8,82.39,659.12,PayPal,5,0
512,2024-05-26,39,Female,Australia,Apparel,8,163.6,1308.8,PayPal,5,0
513,2024-05-27,46,Male,Australia,Beauty,4,166.49,665.96,PayPal,3,0
514,2024-05-28,31,Female,Germany,Beauty,3,83.08,249.24,Credit Card,2,0
515,2024-05-29,45,Female,Australia,Toys,2,97.23,194.46,Bank Transfer,2,1
516,2024-05-30,22,Female,UK,Home,9,67.62,608.58,Debit Card,3,0
517,2024-05-31,64,Male,Australia,Toys,1,187.19,187.19,Credit Card,4,0
518,2024-06-01,66,Female,Canada,Sports,7,32.54,227.78,Bank Transfer,2,0
519,2024-06-02,47,Male,Canada,Toys,5,187.41,937.05,Bank Transfer,1,0
520,2024-06-03,63,Female,France,Electronics,8,139.93,1119.44,Debit Card,3,0
521,2024-06-04,69,Male,USA,Sports,4,111.0,444.0,Debit Card,2,0
522,2024-06-05,22,Male,UK,Beauty,7,16.21,113.47,Debit Card,4,0
523,2024-06-06,29,Female,France,Apparel,5,100.36,501.8,Credit Card,2,0
524,2024-06-07,33,Female,UK,Beauty,5,87.47,437.35,Cash,5,0
525,2024-06-08,43,Male,USA,Home,9,40.63,365.67,Debit Card,1,0
526,2024-06-09,43,Female,Australia,Sports,9,134.72,1212.48,Cash,3,0
527,2024-06-10,65,Male,Australia,Sports,9,194.52,1750.68,Credit Card,5,0
528,2024-06-11,38,Male,USA,Electronics,6,116.82,700.92,Cash,4,0
529,2024-06-12,56,Male,France,Home,6,145.8,874.8000000000001,PayPal,5,0
530,2024-06-13,53,Male,USA,Apparel,5,23.01,115.05000000000001,Cash,5,0
531,2024-06-14,50,Male,Germany,Sports,9,89.36,804.24,Debit Card,4,0
532,2024-06-15,47,Female,Canada,Sports,8,32.11,256.88,Credit Card,5,1
533,2024-06-16,54,Male,France,Electronics,7,126.43,885.01,Debit Card,3,1
534,2024-06-17,40,Male,UK,Toys,7,188.31,1318.17,PayPal,2,0
535,2024-06-18,27,Female,Germany,Apparel,6,135.74,814.44,Debit Card,5,0
536,2024-06-19,22,Male,France,Beauty,5,24.59,122.95,Debit Card,3,0
537,2024-06-20,53,Female,USA,Home,4,77.39,309.56,Debit Card,2,0
538,2024-06-21,51,Female,USA,Sports,3,114.63,343.89,Bank Transfer,2,0
539,2024-06-22,69,Female,USA,Sports,3,86.61,259.83,PayPal,5,0
540,2024-06-23,48,Male,USA,Beauty,6,168.39,1010.3399999999999,Debit Card,3,1
541,2024-06-24,27,Male,UK,Apparel,4,164.79,659.16,Debit Card,5,0
542,2024-06-25,36,Male,Germany,Toys,6,126.25,757.5,Debit Card,4,0
543,2024-06-26,49,Female,Australia,Sports,3,80.96,242.88,Credit Card,2,0
544,2024-06-27,18,Male,Canada,Apparel,4,58.51,234.04,Bank Transfer,5,0
545,2024-06-28,22,Female,UK,Beauty,9,30.12,271.08,Credit Card,2,0
546,2024-06-29,62,Male,UK,Electronics,5,77.43,387.15000000000003,Bank Transfer,3,0
547,2024-06-30,21,Female,Australia,Toys,7,88.5,619.5,Debit Card,1,0
548,2024-07-01,33,Male,Australia,Home,2,138.41,276.82,PayPal,5,0
549,2024-07-02,41,Male,Canada,Sports,5,135.05,675.25,Cash,5,0
550,2024-07-03,33,Male,Canada,Apparel,9,23.32,209.88,Cash,2,0
551,2024-07-04,19,Female,Australia,Electronics,3,85.1,255.29999999999998,Debit Card,3,0
552,2024-07-05,66,Female,USA,Home,9,44.54,400.86,Credit Card,4,0
553,2024-07-06,45,Male,UK,Apparel,6,39.79,238.74,PayPal,3,0
554,2024-07-07,49,Male,France,Apparel,4,167.19,668.76,Bank Transfer,5,1
555,2024-07-08,44,Female,Canada,Home,7,17.96,125.72,Debit Card,4,0
556,2024-07-09,37,Female,Canada,Electronics,8,89.64,717.12,PayPal,3,1
557,2024-07-10,41,Female,Australia,Beauty,6,41.96,251.76,PayPal,1,1
558,2024-07-11,29,Male,Germany,Electronics,5,177.07,885.3499999999999,Bank Transfer,2,0
559,2024-07-12,67,Female,France,Toys,6,115.84,695.04,PayPal,3,0
560,2024-07-13,52,Male,France,Sports,5,53.96,269.8,Credit Card,3,1
561,2024-07-14,50,Female,Canada,Home,8,105.46,843.68,Credit Card,1,0
562,2024-07-15,50,Male,USA,Beauty,1,148.98,148.98,Credit Card,5,0
563,2024-07-16,68,Female,Germany,Home,7,192.04,1344.28,PayPal,2,1
564,2024-07-17,60,Female,France,Home,2,51.88,103.76,Credit Card,3,0
565,2024-07-18,54,Female,Canada,Electronics,9,178.37,1605.33,Bank Transfer,4,0
566,2024-07-19,29,Female,France,Sports,1,187.52,187.52,PayPal,3,0
567,2024-07-20,20,Female,Germany,Toys,6,184.12,1104.72,Cash,2,0
568,2024-07-21,18,Male,Germany,Apparel,9,130.73,1176.57,PayPal,3,0
569,2024-07-22,50,Female,UK,Apparel,1,129.67,129.67,Bank Transfer,1,0
570,2024-07-23,57,Female,Australia,Home,4,86.61,346.44,Cash,3,0
571,2024-07-24,27,Female,Australia,Sports,4,152.96,611.84,PayPal,3,0
572,2024-07-25,60,Male,Canada,Beauty,9,110.95,998.5500000000001,Credit Card,4,0
573,2024-07-26,61,Female,Germany,Electronics,5,138.71,693.5500000000001,Debit Card,1,0
574,2024-07-27,46,Male,UK,Sports,5,91.41,457.04999999999995,Debit Card,1,0
575,2024-07-28,30,Female,UK,Sports,6,148.98,893.8799999999999,Credit Card,3,0
576,2024-07-29,29,Female,France,Electronics,1,166.65,166.65,Debit Card,4,0
577,2024-07-30,48,Male,France,Home,1,37.82,37.82,Debit Card,3,0
578,2024-07-31,63,Female,UK,Sports,9,168.26,1514.34,Credit Card,3,1
579,2024-08-01,19,Male,France,Apparel,3,112.66,337.98,Credit Card,2,0
580,2024-08-02,68,Male,Germany,Electronics,4,170.49,681.96,PayPal,2,0
581,2024-08-03,67,Female,USA,Beauty,1,91.95,91.95,PayPal,4,0
582,2024-08-04,52,Male,Germany,Toys,9,82.02,738.18,Credit Card,5,1
583,2024-08-05,40,Female,UK,Home,8,183.86,1470.88,Bank Transfer,2,0
584,2024-08-06,34,Female,UK,Electronics,2,57.72,115.44,Debit Card,5,0
585,2024-08-07,43,Male,Germany,Toys,8,170.4,1363.2,PayPal,1,0
586,2024-08-08,25,Male,France,Toys,7,101.96,713.7199999999999,Debit Card,2,0
587,2024-08-09,46,Male,France,Beauty,6,107.68,646.08,Cash,2,0
588,2024-08-10,43,Male,Australia,Sports,1,68.61,68.61,Credit Card,4,0
589,2024-08-11,27,Female,UK,Beauty,7,118.88,832.16,Bank Transfer,5,0
590,2024-08-12,43,Female,Canada,Sports,7,71.79,502.53000000000003,Cash,2,1
591,2024-08-13,51,Male,Australia,Sports,9,17.46,157.14000000000001,Cash,2,0
592,2024-08-14,68,Female,France,Electronics,1,61.68,61.68,Cash,4,0
593,2024-08-15,58,Female,Germany,Electronics,2,11.21,22.42,Credit Card,4,0
594,2024-08-16,24,Female,France,Home,9,195.89,1763.0099999999998,PayPal,5,1
595,2024-08-17,21,Female,Germany,Sports,9,193.49,1741.41,Credit Card,1,0
596,2024-08-18,67,Male,Australia,Toys,6,85.08,510.48,PayPal,1,1
597,2024-08-19,62,Male,UK,Apparel,6,148.39,890.3399999999999,Cash,3,1
598,2024-08-20,28,Female,France,Home,4,75.7,302.8,Cash,2,0
599,2024-08-21,46,Male,Germany,Electronics,4,137.51,550.04,Bank Transfer,5,0
600,2024-08-22,53,Male,UK,Beauty,5,163.03,815.15,PayPal,2,0
601,2024-08-23,42,Male,Canada,Home,3,189.88,569.64,Cash,5,0
602,2024-08-24,38,Female,Germany,Home,1,86.04,86.04,Debit Card,5,0
603,2024-08-25,53,Female,Australia,Home,1,158.83,158.83,Bank Transfer,5,0
604,2024-08-26,27,Female,Canada,Home,7,60.53,423.71000000000004,Credit Card,2,1
605,2024-08-27,54,Male,Canada,Apparel,1,198.16,198.16,Bank Transfer,4,0
606,2024-08-28,26,Female,USA,Beauty,1,14.9,14.9,Debit Card,2,1
607,2024-08-29,41,Female,France,Beauty,3,124.67,374.01,PayPal,5,0
608,2024-08-30,52,Male,Germany,Beauty,4,135.31,541.24,Credit Card,3,0
609,2024-08-31,66,Female,Canada,Sports,4,140.73,562.92,Credit Card,1,1
610,2024-09-01,52,Female,USA,Toys,2,32.87,65.74,PayPal,5,0
611,2024-09-02,65,Male,Australia,Beauty,1,188.32,188.32,Bank Transfer,3,0
612,2024-09-03,53,Male,UK,Home,3,44.42,133.26,Cash,4,0
613,2024-09-04,35,Male,Germany,Home,4,128.32,513.28,Bank Transfer,5,0
614,2024-09-05,66,Female,Canada,Beauty,3,52.31,156.93,Debit Card,3,0
615,2024-09-06,56,Female,France,Beauty,8,68.37,546.96,Cash,5,0
616,2024-09-07,49,Female,USA,Home,1,113.83,113.83,Bank Transfer,2,0
617,2024-09-08,41,Male,Canada,Sports,2,89.27,178.54,PayPal,3,1
618,2024-09-09,40,Male,France,Electronics,7,40.44,283.08,Debit Card,2,0
619,2024-09-10,49,Female,Canada,Electronics,4,42.48,169.92,Debit Card,2,1
620,2024-09-11,54,Female,Germany,Beauty,8,89.45,715.6,Debit Card,3,0
621,2024-09-12,29,Male,Germany,Apparel,3,153.88,461.64,Cash,1,0
622,2024-09-13,66,Male,Germany,Beauty,6,180.61,1083.66,Credit Card,3,0
623,2024-09-14,30,Male,Australia,Beauty,9,25.98,233.82,Cash,1,0
624,2024-09-15,40,Male,Australia,Electronics,1,84.69,84.69,Bank Transfer,5,1
625,2024-09-16,42,Female,USA,Home,1,29.05,29.05,Credit Card,5,0
626,2024-09-17,52,Male,Germany,Beauty,8,13.15,105.2,Bank Transfer,3,0
627,2024-09-18,58,Female,France,Home,3,135.73,407.18999999999994,Credit Card,5,0
628,2024-09-19,47,Female,Canada,Home,5,124.47,622.35,Cash,4,0
629,2024-09-20,34,Female,UK,Apparel,1,40.97,40.97,Debit Card,2,1
630,2024-09-21,66,Male,France,Home,5,54.42,272.1,PayPal,2,1
631,2024-09-22,37,Male,Australia,Electronics,6,14.5,87.0,Debit Card,1,0
632,2024-09-23,65,Male,Australia,Sports,8,168.64,1349.12,Cash,5,0
633,2024-09-24,42,Male,France,Sports,3,195.19,585.5699999999999,Credit Card,1,0
634,2024-09-25,39,Female,Australia,Toys,3,35.74,107.22,Debit Card,2,0
635,2024-09-26,30,Male,Germany,Beauty,9,53.98,485.82,Cash,2,1
636,2024-09-27,36,Male,USA,Electronics,4,175.0,700.0,Bank Transfer,5,0
637,2024-09-28,66,Female,Canada,Home,4,186.03,744.12,PayPal,4,0
638,2024-09-29,53,Male,USA,Sports,7,89.73,628.11,Debit Card,4,0
639,2024-09-30,29,Female,Canada,Electronics,2,19.62,39.24,Credit Card,5,1
640,2024-10-01,58,Female,Canada,Sports,8,17.48,139.84,Bank Transfer,5,0
641,2024-10-02,36,Female,USA,Home,6,119.05,714.3,Cash,1,0
642,2024-10-03,29,Female,France,Sports,3,84.65,253.95000000000002,PayPal,5,0
643,2024-10-04,26,Female,Canada,Beauty,9,15.44,138.96,Credit Card,4,0
644,2024-10-05,24,Female,USA,Beauty,5,120.82,604.0999999999999,Cash,5,0
645,2024-10-06,45,Female,Canada,Toys,8,12.15,97.2,Cash,1,0
646,2024-10-07,31,Female,UK,Toys,7,159.6,1117.2,Debit Card,1,0
647,2024-10-08,48,Male,France,Sports,8,68.22,545.76,Debit Card,1,0
648,2024-10-09,69,Male,Germany,Electronics,7,17.65,123.54999999999998,Credit Card,1,0
649,2024-10-10,36,Male,Canada,Beauty,3,121.79,365.37,Cash,3,0
650,2024-10-11,64,Male,UK,Electronics,2,85.56,171.12,Debit Card,5,0
651,2024-10-12,33,Female,Germany,Electronics,7,195.02,1365.14,PayPal,2,0
652,2024-10-13,22,Male,Germany,Sports,3,113.4,340.20000000000005,PayPal,5,0
653,2024-10-14,52,Female,Canada,Electronics,3,62.3,186.89999999999998,Cash,3,0
654,2024-10-15,29,Male,USA,Beauty,2,144.79,289.58,Debit Card,1,1
655,2024-10-16,42,Male,Canada,Home,4,61.58,246.32,Credit Card,3,0
656,2024-10-17,69,Male,UK,Toys,8,181.81,1454.48,Credit Card,4,0
657,2024-10-18,38,Female,Germany,Home,1,81.2,81.2,Credit Card,4,0
658,2024-10-19,53,Male,Canada,Electronics,1,114.48,114.48,PayPal,5,0
